Nom du produit,Marque,Stockage,Référence,Taille écran,CPU,Prix,Site web,Catégorie
PC Portable Gamer LENOVO Legion S5 16ARP9 | Sans Windows - 16'' WQXGA 165hz - Ryzen 7 7435HS - RTX 4070 140w - RAM 16Go - SSD 512Go,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,AMD Ryzen™ 7 7435HS,"1249,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 7 5700U - RAM 16 Go - SSD 1 To - AZERTY,LENOVO,SSD,82R400R7FR,Oui,AMD Ryzen™ 7 5700U,"579,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC portable 15,6""-NVIDIA MX330 Graphique-Intel Alder Lake N95(jusqu'à 3,4GHz)-16Go DDR4 RAM 512 Go SSD -Ordinateur Portable AZERTY",,,,,Intel Alder Lake N95,"339,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC portable Gamer ERAZER - CRAWLER E50 MD62593 - Sans Windows - 15,6"" FHD 144Hz - RTX 4050 - I5-12450H - RAM 16Go -SSD 512Go -AZERTY",ERAZER,SSD 512 Go,30036591,,"Intel i5-12450H 2,0Ghz 45W SRMAQ","599,99",cdiscount.com,ORDINATEUR
"PC Ultraportable ASUS ZenBook Pro Duo OLED UX8402 | Win 11 - 14.5"" WQXGA+ - RTX 4050 - Intel Core i7-13700H - RAM 16Go - 1To SSD",ASUS,,,Oui,Intel Core i7-13700H / 2.4 GHz,"1879,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Sans Windows - 15'' FHD IPS - Ryzen 5 5500U - RAM 16 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82R400JMFR,,AMD Ryzen™ 5 5500U,"399,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP Pavilion 15-eg2049nf - Windows 11 - 15,6"" FHD - Core i5-1235U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,8Z028EA#ABF,Oui,Intel® Core™ i5-1235U,"699,99",cdiscount.com,ORDINATEUR
Ordinateur portable - Samsung - Samsung Galaxy Book4 - Intel Core i5 - 120U / jusqu'à 5 GHz - Win 11 Pro - UHD Graphics - 16 Go RAM,SAMSUNG,,NP754XGK-KG2FR,,,"689,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IRH8 | Sans Windows - 15'' FHD IPS - Core i7-13620H - RAM 16 Go - SSD 1 To - AZERTY,LENOVO,SSD,83EM005PFR,,Intel® Core™ i7-13620H,"699,99",cdiscount.com,ORDINATEUR
"PC portable 12""-écran tactile-rotation 360°-Intel Celeron- Windows11 Pro-RAM 8 Go DDR4 256 Go SSD-Ordinateur portable-Argent-AZERTY",,,,,Intel® Celeron® Processor N4020C,"209,99",cdiscount.com,ORDINATEUR
"Ordinateur portable - Lenovo - ThinkPad L16 Gen 1 - 16"" - Intel Core Ultra 7 - 16 Go RAM - 512 Go SSD",LENOVO,,21L3002TFR,,,"1459,98",cdiscount.com,ORDINATEUR
LENOVO Ordinateur portable 14'' FHD Ryzen7 8Go 512Go SSD Win11pro IP SLIM Alu,LENOVO,,,,AMD Ryzen 7 7730U,"658,8",cdiscount.com,ORDINATEUR
"PC Portable HP 15-fc0071nf - Windows 11 - 15,6"" FHD - Ryzen 5-7520U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,7Y0M7EA#ABF,Oui,AMD Ryzen 5-7520U,"559,99",cdiscount.com,ORDINATEUR
PC Portable - ACEMAGIC - 15.6 FHD 16GB DDR4 512GB SSD - Intel Quad-Core 12th Alder Lake N97 (Up to 3.6GHz) - Windows 11,,512Go,,"L'écran IPS de 15,6 pouces, doté d'une résolution de 1920*1080",Intel Quad-Core 12th Alder Lake N 97,"279,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 5 14ABR8 | Sans Windows - 14'' FHD IPS - Ryzen 7 7730U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,82XE00AEFR,,"AMD Ryzen™ 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)","519,99",cdiscount.com,ORDINATEUR
"PC Portable LENOVO IdeaPad Slim 5 13ARP10 Sans Windows 13,3'' WUXGA - Ryzen 7 7735HS - RAM 16Go - 512Go - Aluminium - AZERTY - Gris",LENOVO,512GB SSD M.2 2242,83J20010FR,,AMD Ryzen™ 7 7735HS,"699,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8| Sans Windows - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82XB006UFR,,Intel® Core™ i3-N305,"329,99",cdiscount.com,ORDINATEUR
"Ordinateur portable Auusda 15,6"" AMD Ryzen 7 5825U (jusqu'à 4,5 GHz), 32 Go RAM DDR4, 1 To NVMe SSD, PC Portable jeu Windows 11 Pro",,1 To,,Oui,AMD Ryzen™ 7 5825U,"595,99",cdiscount.com,ORDINATEUR
"PC Portable - ACEMAGIC - AX16PRO - AMD Ryzen 7 5825U(8C/16T, jusqu'à 4,5 GHz,15W) - 16GB DDR4 512GB SSD, Ordinateur Portable",,,,,AMD 5825U,"489,99",cdiscount.com,ORDINATEUR
"PC portable Auusda - 15,6"" Intel Alder Lake N 95 - 16Go RAM - Stockage 512Go SSD FHD - Windows 11 Ordinateur portable Rose, 4 cœurs",,SSD,,Oui,Intel Alder Lake-N95,"286,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer ASUS TUF Gaming A17 | Sans Windows - 17,3"" FHD 144Hz - RTX 4060 8Go - AMD Ryzen 7 7435HS - RAM 16Go - 512Go SSD",ASUS,,90NR0JJ6-M000W0,Oui,AMD Ryzen 7 7435HS / 3.1 GHz,"1049,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-eq2120nf - Windows 11 - 15,6"" FHD - Ryzen 5-5500U - RAM 8Go - Stockage 256Go - AZERTY",HP,,A80NDEA#ABF,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
Pc portables THOMSON N14C4SL128S,THOMSON,,,,,"199,99",cdiscount.com,ORDINATEUR
Ordinateur Portable - XUEMI - 15.6'' FHD - 16 Go RAM - 256 Go SSD - Intel Celeron N4000,,,,15.6,"Intel Celeron N4000 (2,6 GHz)","245,88",cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 16-s1034nf - Sans Windows - 16,1"" FHD 165Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,AJ4N0EA#ABF,Oui,AMD Ryzen™ 5 8645HS,"999,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable Chromebook Plus LENOVO IdeaPad 3 14IAN8 | Chrome OS - 14'' FHD - Core i3-N305 - RAM 8Go - Stockage 128Go - AZERTY,LENOVO,128 Go,83BN002PFR,,Intel Core i3-N305,"329,99",cdiscount.com,ORDINATEUR
"Apple - 13,6"" MacBook Air M4 (2025) - RAM 16Go - Stockage 256Go - CPU 10 cœurs - GPU 8 cœurs - Argent",APPLE,SSD,MW0W3FN/A,Oui,Apple M4,1199,cdiscount.com,ORDINATEUR
Apple MacBook Air (2013) Intel Core i5 - 1.3 Ghz Stockage 128 SSD - Reconditionné Etat Correct,APPLE,,,,,"204,98",cdiscount.com,ORDINATEUR
Ordinateur Portable - Win11- PC Portable -14 Pouces-1080p FHD - RAM 6Go+Stockage256Go SSD - Expansible 1TB-2.4G+5G WiFi-Argent,,256 Go SSD,,14 pouces,,"199,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer - MSI - Thin A15 B7UC-289FR - 15,6"" FHD 144Hz - Ryzen 5-7535HS - RAM 16Go - 512Go SSD - RTX 3050 4Go - Win 11 H",MSI,SSD,9S7-16RK11-289,,AMD Ryzen™ 5 7535HS,"749,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer LENOVO LOQ 15ARP9 | Sans Windows - 15,6'' FHD 144Hz - R7 7435HS - RTX 4060 105W - RAM 16Go - SSD 512Go - AZERTY",LENOVO,512 Go,83JC001GFR,,Amd Ryzen 7 7435HS,"999,99",cdiscount.com,ORDINATEUR
"NOTODD PC Portable 14''- stockage 8+256 Go - Processeurs Intel Celeron N5095 - Ordinateur Portable Windows 11, Écran 2K, 4 cœurs",,SSD SATA M2,,,‎Intel Celeron N5095/2 GHz,"259,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 3 15IJL6 | Chrome OS - 15'' FHD - Celeron N4500 - RAM 4 Go - Stockage 64 Go - AZERTY,LENOVO,64 Go,82N4004GFR,,Intel Celeron N4500,"259,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer LENOVO LOQ 15ARP9 | Sans Windows - 15,6'' FHD 144Hz - R7 7435HS - RTX 4060 105W - RAM 16Go - SSD 512Go - AZERTY",LENOVO,512 Go,83JC001GFR,,Amd Ryzen 7 7435HS,"999,99",cdiscount.com,ORDINATEUR
"Ordinateur portable - MSI - Creator Z16 HX Studio - 16"" - Intel Core i7 - 32 Go RAM - 1 To SSD",MSI,,9S7-15G231-018,,,2599,cdiscount.com,ORDINATEUR
"PC Portable HP 17-cp2042nf - Windows 11 - 17,3"" FHD IPS - Ryzen 5-7520U - RAM 16Go - Stockage 512Go - AZERTY",HP,,B13VCEA#ABF,,AMD Ryzen™ 5 7520U,"499,99",cdiscount.com,ORDINATEUR
