Nom du produit,Marque,Stockage,Référence,Taille écran,CPU,Prix,Site web,Catégorie
"PC Portable 15.6"" - XUEMI - Celeron N4000 - 16 Go RAM - 256 Go SSD - Windows 11 Pro",,,,"15,6","Intel Celeron N4000 (2,6 GHz)","245,88",cdiscount.com,ORDINATEUR
Ordinateur Portable - XUEMI - 15.6'' FHD - 16 Go RAM - 256 Go SSD - Intel Celeron N4000,,,,15.6,"Intel Celeron N4000 (2,6 GHz)","245,88",cdiscount.com,ORDINATEUR
"Apple - 13,6"" MacBook Air M4 (2025) - RAM 16Go - Stockage 256Go - CPU 10 cœurs - GPU 8 cœurs - Bleu ciel",APPLE,SSD,MC6T4FN/A,Oui,Apple M4,1199,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP 15s-fq0024nf - Windows  11 - 15,6"" FHD - Celeron N4120 - RAM 4Go - 128Go SSD - Microsoft 365 Personnel inclus 1 an",HP,,9J3L5EA#ABF,Oui,Intel Celeron N4120,"299,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 16-s0019nf - 16,1"" FHD 144Hz - Ryzen 7-7840HS - 16Go - 512Go SSD - RTX 4070 8Go - Sans Windows - AZERTY",HP,,7Z467EA#ABF,,AMD Ryzen™ 7 7840HS,"1699,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC portable Gamer ERAZER - CRAWLER E30e - Sans Windows - 15,6"" FHD - RTX 2050 - Core i5-12450H - RAM 8Go - SSD 512Go - AZERTY",ERAZER,SSD,30036600,,Intel® Core™ Intel i5 Mobile 12450H,"629,99",cdiscount.com,ORDINATEUR
Ordinateur Portable - WOZIFAN -14''FHD - Windows11 - PC Portable RAM 6Go-256Go SSD - Intel Celeron N4020 - HDMI- avec souris-rose,,256 Go,,14pouces,Intel Celeron N4020,"269,99",cdiscount.com,ORDINATEUR
"PC Portable - Microsoft - Surface Laptop 4 - 13.5"" Tactile - AMD Ryzen 5 - 16 Go RAM - 256 Go SSD",MICROSOFT,,LB7-00030,,,"654,99",cdiscount.com,ORDINATEUR
"Ordinateur Portable Alldocube GTbook 15 2Gen - Processeur Intel N95 Écran 15.6"" 16GB +512GB Windows 11 - Gris",,,,,Intel N95,"284,99",cdiscount.com,ORDINATEUR
"NOTODD PC Portable 14"" FHD - 6Go RAM Stockage 256Go - Ordinateur portable Windows 11 - Celeron N4020 - WIFI - HDMI - Avec Souris",,SSD,,,Celeron N4020,"198,98",cdiscount.com,ORDINATEUR
NOTODD Ordinateur portable Windows 11 - PC Portable 14'' FHD - RAM 6Go Stockage 256Go SSD - Celeron N4020 - HDMI -Avec souris -,,SSD,,,Celeron N4020,"209,49",cdiscount.com,ORDINATEUR
"PC portable Auusda - 16""FHD - 16 Go de RAM 512 Go SSD AMD Ryzen 3 3250U (Jusqu'à 3,5 GHz) - Windows 11 PRO - Ordinateur Portable",,,,,AMD Ryzen 3 3250U,"315,99",cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 S1504 | Sans Windows - 15,6"" FHD 60Hz - Intel Core i3-1315U - RAM 8Go - 1To SSD",ASUS,,90NB10J2-M02XM0,Oui,Intel Core i3-1315U / 1.2 GHz,"419,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable Chromebook LENOVO IdeaPad Slim 3 14M868 | Chrome OS - 14'' FHD Tactile - MT8186 - RAM 8Go - Stockage 128Go - AZERTY,LENOVO,128GB eMMC 5.1,82XJ0044FR,,MediaTek Kompanio 520,"299,99",cdiscount.com,ORDINATEUR
Ordinateur Portable - Win11- PC Portable -15.6 Pouces-1080p FHD - RAM 16Go+Stockage 512Go SSD - Expansible 1TB-2.4G+5G WiFi-Gris,,SSD,,Oui,Intel Alder Lake-N95,"300,99",cdiscount.com,ORDINATEUR
"Apple - 13,6"" MacBook Air M4 (2025) - RAM 16Go - Stockage 512Go - CPU 10 cœurs - GPU 10 cœurs - Minuit",APPLE,SSD,MW133FN/A,Oui,Apple M4,1449,cdiscount.com,ORDINATEUR
"Ordinateurs portables Lenovo ThinkPad L490 Noir Ordinateur portable 35,6 cm (14"") 1920 x 1080 pixels Intel® Core™ i5 de 143151",LENOVO,,,,,"189,99",cdiscount.com,ORDINATEUR
"PC Portable - XUEMI - 15.6"" FHD - 16 Go RAM - 256 Go SSD - Intel Celeron N4000 - Windows 11 Pro",,,,"15,6","Intel Celeron N4000 (2,6 GHz)","245,99",cdiscount.com,ORDINATEUR
"PC portable Auusda - 16"" FHD 32 Go de RAM 1To SSD AMD Ryzen 3 3250U (Jusqu'à 3,5 GHz) - Windows 11 PRO - Rotation à 180°  - Gris",,,,,AMD Ryzen 3 3250U,"370,99",cdiscount.com,ORDINATEUR
"ACEMAGIC Ordinateur Portable - PC Portable Double Écran, Pliable à 360°,14""FHD RAM 16Go DDR4 1To SSD, Intel Core i7-1255U 4,70 GHz",,1To,,"14""*2 IPS 16:9 1920*1080 60HZ",Intel® Core™ i7-1255U,"929,99",cdiscount.com,ORDINATEUR
"PC Portable KUU - Yepbook Pro - 15,6"" FHD - Intel Alder Lake N95 - 16Go RAM - 512 Go SSD - Windows 11 Pro",,,,Oui,Intel Alder Lake N95,"289,99",cdiscount.com,ORDINATEUR
"PC Portable - Acer - Aspire A515-57 - 15.6"" FHD IPS - Intel Core i7 - 16 Go RAM - 1 To SSD",ACER,,,,Intel Core i7-12650H - 4 coeurs (E-Core) 1.70 GHz à 3.50 GHz + 6 coeurs (P-Core) 2.30 GHz à 4.70 GHz,798,cdiscount.com,ORDINATEUR
BVATE Ordinateur Portable -RAM 8Go + 256Go Mémoire-  PC Portable 14 pouces Full HD - Windows11 |Celeron N4020- WIFI - HDMI-Gris,,256 Go SSD,,14 pouces,Celeron N4020,"226,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Acer - Aspire 1 A115-32-C1M9 - Windows 11 - 15,6"" HD - Intel Celeron N4500 - RAM 4Go - 128Go eMMC - Autonomie 8h -AZERTY",ACER,128 Go,NX.A6WEF.00B,,Intel® Celeron® N4500,"249,99",cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 OLED S1504 | Win 11 - 15,6'' FHD - AMD Ryzen 5 7520U - RAM 16Go - 512Go SSD",ASUS,,90NB0ZR1-M01Y30,Oui,AMD Ryzen 5 7520U / 2.8 GHz,"629,99",cdiscount.com,ORDINATEUR
"Ordinateur portable - ACEMAGIC - Écran FHD 17,3"" - Intel 12th Alder Lake N97(jusqu'à 3,6 GHz) 16 Go RAM 512 Go ROM  - Windows 11",,512Go,,"L'écran IPS de 17.3 pouces, doté d'une résolution de 1920*1080",Intel Quad-Core 12th Alder Lake N 97,"339,99",cdiscount.com,ORDINATEUR
"PC Portable- 15,6"" FullView Ecran Tactile 360°Rotation-AMD RYZEN3 3200U-Ordinateur Portable-16Go RAM-512Go SSD-Windows 11Pro-AZERTY",,,,,AMD Ryzen™ 3 3200U  to 3.5 GHz,"309,99",cdiscount.com,ORDINATEUR
"APPLE MacBook Air 13"" 2018 i5 - 1,6 Ghz - 8 Go RAM - 128 Go SSD - Gris Sidéral - Reconditionné - Etat correct",APPLE,,MRE82FN/A,Oui,Intel Core i5 (8ème génération) 1.6 GHz,340,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 S1502 | Sans Windows - 15,6"" FHD 60Hz - AMD Ryzen 7 5825U - RAM 16Go - 1To SSD",ASUS,,90NB0X22-M00WR0,Oui,AMD Ryzen 7 5825U / 2.0 GHz,"489,99",cdiscount.com,ORDINATEUR
Ordinateur Portable Gaming - ASUS - TUF A16-TUF617NSR - AMD Ryzen 7 - 16 Go RAM - 512 Go SSD,ASUS,,,,,"899,99",cdiscount.com,ORDINATEUR
"PC Portable - KUU-16""FHD - 16 Go de RAM 512 Go SSD -Intel Alder Lake N 95 (3,4 GHz) - Win11",,,,Oui,Intel Alder Lake N95,"289,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO Ideapad 3 17ALC6 | Windows 11 - 17'' HD+ - Ryzen 5 5500U - RAM 12Go - SSD 512 Go - AZERTY,LENOVO,512 Go SSD M.2 2242 PCIe® 4.0x4 NVMe®,82KV00J8FR,,AMD Ryzen™ 5 5500U,"519,99",cdiscount.com,ORDINATEUR
"PC Portable FUNYET 15- 15,6"" HD - RAM 8Go - Stockage 256Go SSD - Celeron N4000 -Rotation à 180°- Windows 11- Argent",,256Go,,"15,6",intel Celeron N4000,"209,99",cdiscount.com,ORDINATEUR
"Ordinateur Portable - Cyborg - 15 A12VF-466FR - 15,6' Full HD - Intel i5-12450H - RTX 4060 - 16 Go RAM",MSI,,,,,"1093,64",cdiscount.com,ORDINATEUR
"Ordinateur portable Auusda 15.6"" FHD IPS – AMD Ryzen 7 5825U Up To 4.5GHz – 16 Go DDR4 512 Go NVMe SSD – Windows 11 Pro",,512 GB,,Oui,AMD Ryzen™ 7 5700U,"485,99",cdiscount.com,ORDINATEUR
"PC Portable 2 en 1- KUU INSBOOK -14"" FHD Écran Tactile -RAM 16 Go- 512Go SSD -12th Gen Intel N100 -Clavier rétroéclairé -Win 11",,512Go,,14,Intel Alder-Lake N100,"389,99",cdiscount.com,ORDINATEUR
"PC portable Gamer ERAZER - DEPUTY P60i -Livré sans Windows -15,6"" FHD 144Hz - RTX 4060 - Core i5-12450H -RAM 16Go -SSD 512Go -AZERTY",ERAZER,SSD,30038061,,"Intel® Core™ i5-12450H (3,3GHz - 45W)","749,99",cdiscount.com,ORDINATEUR
PC Portable - Dell Latitude 5580 - Core i5 - 2.6 GHz - Windows 10 Pro - 16Go -RAM 512 Go SSD,DELL,,NG6V9,Oui,Intel Core i5 (7ème génération) 7300U / 2.6 GHz,299,cdiscount.com,ORDINATEUR
"PC Portable KUU 2-en-1 | 14"" FHD Tactile - Intel Core i3-1315U - RAM 16Go - SSD 512Go -Rotation à 360°-Win 11 Pro",,,,,Intel Core i3-1315U,"529,99",cdiscount.com,ORDINATEUR
"Ordinateurs portables Lenovo ThinkPad L490 Noir Ordinateur portable 35,6 cm (14"") 1920 x 1080 pixels Intel® Core™ i5 de 143151",LENOVO,,,,,"189,99",cdiscount.com,ORDINATEUR
"PC Portable - XUEMI - 15.6"" FHD - 16 Go RAM - 256 Go SSD - Intel Celeron N4000 - Windows 11 Pro",,,,"15,6","Intel Celeron N4000 (2,6 GHz)","245,99",cdiscount.com,ORDINATEUR
Ordinateur Portable Dell E4200 - Core 2 Duo - RAM 4Go - SSD 120Go - Linux - Reconditionné - Etat correct,DELL,,,,Intel Core 2 Duo U9600,219,cdiscount.com,ORDINATEUR
"PC Portable - VANWIN - I9 - Intel Core i9-8950HK - 16 Go RAM - 512 Go SSD - 15,6'' FHD",,,,Oui,i9-8950HK (Max to 4.8Ghz) 6cores,"499,99",cdiscount.com,ORDINATEUR
PC Portable - Dell Latitude 5400 - Intel Core i5 - 32Go RAM  - 512 Go SSD - Windows 11 - Reconditionné Etat Correct,DELL,,,,Intel Core i5-8365U,338,cdiscount.com,ORDINATEUR
"PC PORTABLE 12"" DELL LATITUDE 7280 i7 8 Go RAM DDR4 256 GB SSD - Batterie grade A",DELL,,,,,280,cdiscount.com,ORDINATEUR
"PC Portable - Acer - Aspire 1 A115-32-C34Z - 15.6"" FHD - Intel Celeron N4500 - 4Go RAM - 128Go eMMC",ACER,,NX.A6MEF.00A,Oui,Intel® Celeron® N4500,"294,88",cdiscount.com,ORDINATEUR
PC Portable Chromebook LENOVO IdeaPad Slim 3 14M868 | Chrome OS - 14'' FHD - MT8186 - RAM 4Go - Stockage 64Go - AZERTY,LENOVO,64GB eMMC 5.1,82XJ0047FR,,MediaTek Kompanio 520,"239,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"Ordinateur portable - ACEMAGIC - Écran FHD 17,3"" - Intel 12th Alder Lake N97(jusqu'à 3,6 GHz) 16 Go RAM 512 Go ROM  - Windows 11",,512Go,,"L'écran IPS de 17.3 pouces, doté d'une résolution de 1920*1080",Intel Quad-Core 12th Alder Lake N 97,"339,99",cdiscount.com,ORDINATEUR
"PC portable 12""-écran tactile-rotation 360°-Intel Celeron- Windows11 Pro-RAM 8 Go DDR4 256 Go SSD-Ordinateur portable-Argent-AZERTY",,,,,Intel® Celeron® Processor N4020C,"209,99",cdiscount.com,ORDINATEUR
PC Portable - VANWIN - Y116 - 11.6 pouces - 8Go RAM - 256Go SSD - Windows 11,,,,,Intel Celeron N4020C (1.1 ГГц),"209,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb2030nf - Sans Windows - 15,6"" FHD 144Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,A94WLEA#ABF,Oui,AMD Ryzen™ 5 8645HS,"919,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD,82R4007BFR,,AMD Ryzen™ 5 5500U,"479,99",cdiscount.com,ORDINATEUR
"PC Portable HP Pavilion 15-eg2003nf - Windows 11 - 15,6"" FHD - Core i7-1255U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,A7JY0EA#ABF,,Intel® Core™ i7-1255U,"739,99",cdiscount.com,ORDINATEUR
"APPLE MacBook Air 13"" 2015 i5 - 1,6 Ghz - 8 Go RAM - 256 Go SSD - Gris - Reconditionné - Excellent état",APPLE,,MJVG2LL/A,Oui,Intel Core i5 (5ème génération) 1.6 GHz,"200,88",cdiscount.com,ORDINATEUR
NOTODD PC Portable 16''- Stockage 12Go+512Go - Celeron N5095 - Ordinateur Portable Windows 11 - FHD 1920*1200 - 5G/2.4G WiFI -,,SSD,,,Celeron N5095,"279,99",cdiscount.com,ORDINATEUR
"Apple - 15"" MacBook Air M3 (2024) - RAM 16Go - Stockage 512Go - Minuit - AZERTY",APPLE,512 Go,MXD43FN/A,Oui,Apple M3,1579,cdiscount.com,ORDINATEUR
"PC Portable Auusda 14.1"" FHD 8Go RAM - 512Go SSD - Ordinateur portable - Intel Celeron J4125 - WIFI - Windows 11- Argent",,SSD,,Oui,Intel Celeron J4125,"238,99",cdiscount.com,ORDINATEUR
"11.6"" PC Portable Intel Celeron N4020 8Go RAM 256Go SSD Win11 pro Écran tactile Rotation à 360° Bureautique Ordinateur portable",,,,,Intel Celeron N4020C (1.1 Ghz),"209,99",cdiscount.com,ORDINATEUR
BVATE PC portable -14''FHD - RAM 6Go+256Go Mémoire - Ordinateur Portable Windows11 |Celeron N4020 - Stockage1To extensible -Or,,256 Go SSD,,14 pouces,,"218,79",cdiscount.com,ORDINATEUR
PC portable BVATE -14''FHD -RAM 6Go - Stockage 256Go - Ordinateur Portable Windows11  |Celeron N4020- SSD extensible à 1To -Rouge,,256 Go SSD,,14 pouces,,"218,99",cdiscount.com,ORDINATEUR
NOTODD Ordinateur Portable 14'' HD - RAM  8Go +256 Go SSD - Intel Celeron N5095 - Windows 11 -  Écran 2K -  4 cœurs - HDMI - Bleu,,SSD SATA M2,,,‎Intel Celeron N5095/2 GHz,"259,99",cdiscount.com,ORDINATEUR
"PC Portable LENOVO Ideapad Slim 3 15IRU9 | Sans Windows -15,6"" FHD - Core 5 120U - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,83E6003FFR,,"Intel® Core™ i5-120U (10C (2P + 8E) / 12T, P-core 1.4 / 5.0GHz, E-core 0.9 / 3.8GHz, 12MB)","519,99",cdiscount.com,ORDINATEUR
"PC portable Notebook - THOMSON - NEO15 - 15,6'' FHD - Intel Core i7-1165G7 - RAM : 8Go - Stockage : 512Go SSD - Windows 11 - AZERTY",THOMSON,SSD,N15I711-8GR512,Non,Intel Core i7-1165G7,"374,99",cdiscount.com,ORDINATEUR
"ACEMAGIC Ordinateur Portable,15,6'' FHD 16Go DDR4 512Go SSD, intel Quad-Core N97(Jusqu'à 3,60 GHz),WiFI,BT5, USB3.2,Type C,(Argent)",,512Go,,"L'écran IPS de 15,6 pouces, doté d'une résolution de 1920*1080",Intel Quad-Core 12th Alder Lake N 97,"279,99",cdiscount.com,ORDINATEUR
Ordinateur portable - ASUS - ExpertBook P1 P1503CVA-S70854X - Intel Core i3 - 8 Go RAM - 512 Go SSD,ASUS,,90NX0881-M00Y50,,,"671,19",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
ORDINATEUR PORTABLE HP 15-fd0107nf/15.6FHD/N100/4Go/128SSD/w11,HP,,,,,299,cdiscount.com,ORDINATEUR
PC Portable Chromebook Plus LENOVO IdeaPad 3 14IAN8 | Chrome OS - 14'' FHD - Core i3-N305 - RAM 8Go - Stockage 128Go - AZERTY,LENOVO,128 Go,83BN002PFR,,Intel Core i3-N305,"359,99",cdiscount.com,ORDINATEUR
"Ordinateur portable CHUWI GemiBook XPro 14,1"" avec processeur Intel N100, 8Go RAM, 256Go SSD et batterie 5000mAh sous Windows 11",CHUWI,,,,Intel N100,"589,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8| Sans Windows - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82XB006UFR,,Intel® Core™ i3-N305,"429,99",cdiscount.com,ORDINATEUR
"PC Portable LENOVO IdeaPad Slim 5 13ARP10 Sans Windows 13,3'' WUXGA - Ryzen 7 7735HS - RAM 16Go - 512Go - Aluminium - AZERTY - Gris",LENOVO,512GB SSD M.2 2242,83J20010FR,,AMD Ryzen™ 7 7735HS,"649,99",cdiscount.com,ORDINATEUR
"PC Tablette 2 en 1 LENOVO Chromebook Duet 11M889 | Chrome OS - 10,95"" WUXGA - MTK Kompanio 838 - RAM 8 Go - Stockage 128 Go - AZERTY",LENOVO,128GB eMMC 5.1,83HH000GFR,,MediaTek Kompanio 838,"299,99",cdiscount.com,ORDINATEUR
Ordinateur Portable -RAM 8Go +  256Go- PC Portable 14 pouces Full HD - Windows11 - Celeron N4020 - HDMI -Argent,,256 Go SSD,,14 pouces,,"226,99",cdiscount.com,ORDINATEUR
Ordinateur portable HP ProBook 650 G1 - Core i5...,HP,,F1P86ET#ABF,Oui,Intel Core i5 (4ème génération) 4210M / 2.6 GHz,"177,78",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 17 S1704 | Sans Windows - 17,3"" FHD 60Hz - Intel Core i7-1355U - RAM 16Go - 1To SSD",ASUS,,90NB10V1-M00TS0,Oui,Intel Core i7-1355U / 1.7 GHz,"669,99",cdiscount.com,ORDINATEUR
"PC Portable Acer - Chromebook Plus CB514-4HT-30AF - Chrome OS - 14"" FHD IPS - Intel Core i3-N305 - RAM 8Go - 512Go SSD- Batterie 10h",ACER,512 Go,NX.KUZEF.002,,Intel Core i3-N305,"419,99",cdiscount.com,ORDINATEUR
Ordinateur portable - CHUWI - CoreBook X - 14 pouces - 16 Go RAM - 512 Go SSD - Windows 11,CHUWI,,,,Core i3-1220P,"469,99",cdiscount.com,ORDINATEUR
"16.1""FHD+ PC portable Windows 11, 24 Go de RAM 512 Go SSD Intel Celeron N5095 (2,9 GHz) angle d'ouverture de 170° Clavier AZERTY",,,,,,"289,99",cdiscount.com,ORDINATEUR
Ordinateur Portable HP EliteBook X360 1030 G2 - Core i5 - Ram 8Go - SSD 256Go - Windows 10,HP,,,,Intel Core i5,219,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 R1502 | Win 11 - 15,6"" FHD 60Hz - Intel Core i5-1334U - RAM 16Go - 512Go SSD",ASUS,,90NB10J2-M02VS0,Oui,Intel Core i5-1334U / 1.3 GHz,"519,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"Ordinateur Portable ACEMAGIC, 16.1"" FHD, AMD Ryzen 7 5825U, RAM 16Go DDR4, 512Go SSD, Windows 11, Gris",,512Go,,,AMD Ryzen™ 7 5825U,"489,9",cdiscount.com,ORDINATEUR
"PC Portable ACEMAGIC 15.6"" FHD processeur Intel Alder Lake N 97, RAM 16Go, Stockage 512Go SSD, Windows 11，Argent",,512 Go SSD,,‎15.6 Pouces,Intel Alder Lake N97,"279,9",cdiscount.com,ORDINATEUR
Ordinateur portable Lenovo ThinkPad T430 - Intel Core i5-3320M - 8Go RAM - 500Go HDD - Windows 10,LENOVO,,,,Intel Core i5,179,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 256 Go - AZERTY,LENOVO,SSD,82R400K8FR,,AMD Ryzen™ 5 5500U,"488,9",cdiscount.com,ORDINATEUR
"PC Portable - Microsoft - Surface Laptop 4 - 13.5"" Tactile - AMD Ryzen 5 - 16 Go RAM - 256 Go SSD",MICROSOFT,,LB7-00030,,,"654,99",cdiscount.com,ORDINATEUR
"Ordinateur portable CHUWI GemiBook XPro 14,1"" avec processeur Intel N100, 8Go RAM, 256Go SSD et batterie 5000mAh",CHUWI,,,,Intel N100,339,cdiscount.com,ORDINATEUR
"PC Portable HP EliteBook 850 G5 Intel CORE i5-8250U RAM 16Go Disque SSD 128Go 15.6"" Windows 11 || Clé USB 3.0 Thomson 64GB offerte",HP,,,Oui,,329,cdiscount.com,ORDINATEUR
Ordinateur Portable - HP - 17-cn0020nf - AMD Celeron N4120 - 4 Go RAM - 128 Go SSD,HP,,9Q245EA#ABF,,,"289,9",cdiscount.com,ORDINATEUR
"PC Portable - FUNYET - 15Y10 - 15,6"" FHD - Intel Core i5-8210Y - RAM 16Go - SSD 512Go - Windows 11 Pro",,512Go,,"15,6",Intel Core i5-8210Y,"329,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-fq0024nf - Windows  11 - 15,6"" FHD - Celeron N4120 - RAM 4Go - 128Go SSD - Microsoft 365 Personnel inclus 1 an",HP,,9J3L5EA#ABF,Oui,Intel Celeron N4120,"279,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
Ordinateur portable - Samsung - Samsung Galaxy Book4 - Intel Core i7 - 1355U / jusqu'à 5 GHz - Win 11 Home - UHD Graphics - 16 Go R,SAMSUNG,,NP754XGK-KG1FR,,,"776,14",cdiscount.com,ORDINATEUR
"PC Portable- VANWIN -15,6"" Ecran Tactile 360°Rotation-AMD RYZEN3 3200U-16Go RAM-512Go SSD-Ordinateur Portable- Windows 11Pro",,,,,AMD RYZEN3 3200U,"299,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
Apple - 14'' MacBook Pro M4 Pro - RAM 24Go - Stockage 1To SSD - CPU 14 cœurs - GPU 20 cœurs - Noir sidéral,APPLE,,MX2J3FN/A,,,2749,cdiscount.com,ORDINATEUR
