Nom du produit,Marque,Stockage,Référence,Taille écran,CPU,Prix,Site web,Catégorie
,,,,,,,cdiscount.com,ORDINATEUR
"ACEMAGIC Ordinateur Portable,15,6'' FHD 16Go DDR4 512Go SSD, intel Quad-Core N97(Jusqu'à 3,60 GHz),WiFI,BT5, USB3.2,Type C,(Argent)",,512Go,,"L'écran IPS de 15,6 pouces, doté d'une résolution de 1920*1080",Intel Quad-Core 12th Alder Lake N 97,"299,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Notebook - THOMSON NEO17 - 17,3"" HD - Core i3-1000G4 - RAM 16Go - 512Go SSD - Windows 11 - Noir - AZERTY",THOMSON,512 GB,TH17I310-16BK512,,Intel Core i3-1000G4,"399,99",cdiscount.com,ORDINATEUR
PC Portable Notebook - THOMSON - TH14C128 - Ecran 14’’ HD - Celeron N3350 - RAM 4Go - SSD 128Go - W10s - Silver,THOMSON,SSD,TH14C128,,Intel® Celeron ® N3350 2 Cores @2.4GHz,"129,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-eq2083nf - Windows 11 - 15,6"" FHD - Ryzen 5-5500U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,6U7X2EA#ABF,Oui,AMD Ryzen™ 5 5500U,"599,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-eq2083nf - Windows 11 - 15,6"" FHD - Ryzen 5-5500U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,6U7X2EA#ABF,Oui,AMD Ryzen™ 5 5500U,"499,99",cdiscount.com,ORDINATEUR
"PC Portable ACER Chromebook 314 CB314-2H-K04F - 14"" FHD - MTK MT8183 - RAM 4Go - Stockage 32Go - Chrome OS - AZERTY",ACER,,NX.AWFEF.00D,Oui,MTK MT8183,"209,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"Pc portable Lenovo X240 - i5 - 8Go - 240 Go SSD - 12,5'' - W10",LENOVO,,,,Intel Core i5,259,cdiscount.com,ORDINATEUR
"PC portabler 16.1"" Botrend-Intel N5095-128Go HDD+Storage 2To SSD-Intel UHD Graphics 615-Batterie 5000mAh-Ordinateur Portable,Noir",,,,,Intel N5095,"288,66",cdiscount.com,ORDINATEUR
"PC Portable LENOVO IdeaPad 1 15IGL7 | Windows 11 + 1 an Office - 15,6"" FHD - Celeron N4500 - RAM 4 Go - Stockage 128Go - AZERTY",LENOVO,128Go eMMC 5.1,82LX009RFR,,"Intel® Celeron® N4500 (2C / 2T, 1.1 / 2.8GHz, 4MB L3)","249,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO Ideapad 3 17ALC6 | Sans Windows - 17'' HD+ - Ryzen 5 5500U - RAM 12Go - SSD 512 Go - AZERTY,LENOVO,SSD 512 Go M.2 2242 PCIe® 4.0x4 NVMe®,82KV00LMFR,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
"PC portable,Intel Celeron N5095(4C/4T,Jusqu'à 2,9 GHz),24Go RAM DDR4 512Go SSD,Windows 11PRO,WiFi5,Ordinateur Portable,AZERTY",,,,,Intel celeron N5095,"289,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-fq0024nf - Windows  11 - 15,6"" FHD - Celeron N4120 - RAM 4Go - 128Go SSD - Microsoft 365 Personnel inclus 1 an",HP,,9J3L5EA#ABF,Oui,Intel Celeron N4120,"299,99",cdiscount.com,ORDINATEUR
"PC Portable HP 17-cp0012nf - Windows 11 - 17,3"" FHD - Ryzen 5-5500U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,A7JY3EA#ABF,,AMD Ryzen™ 5 5500U,"549,99",cdiscount.com,ORDINATEUR
"Ordinateur portable 15,6 pouces Full HD - 8GB RAM 256GB storage - Windows 11 - Celeron N4000 - HDMI - Clavier argenté - AZERTY",,SSD,,Oui,Intel N4000,"216,98",cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn0019nf - Windows 11 - 17,3"" HD+ - Celeron N4120 - RAM 4Go - Stockage 128Go SSD - AZERTY",HP,,9P9A6EA#ABF,Oui,Intel® Celeron® N4120,"329,99",cdiscount.com,ORDINATEUR
Ordinateur portable - HP - EliteBook 840 G3 - Core i5 - RAM 16Go - SSD 500Go - Reconditionné Etat correct,HP,500 go SSD,,,"Intel Core i5-6200U 2,3 GHz","227,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC portabler 16.1"" Botrend-Intel N5095-128Go HDD+Storage 2To SSD-Intel UHD Graphics 615-Batterie 5000mAh-Ordinateur",,,,,,"331,66",cdiscount.com,ORDINATEUR
NOTODD PC Portable 16''- Stockage 12Go+512Go - Intel Celeron N5095 - Ordinateur Portable Windows 11 - FHD 1920*1200 - WiFI 5G +,,SSD SATA M2,,,Intel Celeron N5095,"369,99",cdiscount.com,ORDINATEUR
