Nom du produit,Marque,Stockage,Référence,Taille écran,CPU,Prix,Site web,Catégorie
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD,82R4007BFR,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"NOTODD PC Portable 14"" FHD - 6Go RAM Stockage 256Go - Ordinateur portable Windows 11 - Celeron N4020 - WIFI - HDMI - Avec Souris",,SSD,,,Celeron N4020,"205,98",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn2139nf - 17,3"" FHD - Core i7-1255U - RAM 16Go - Stockage 512Go SSD - Windows 11 - AZERTY",HP,,9S941EA#ABF,,Intel® Core™ i7-1255U,"677,53",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"Ordinateur portable - MSI - Creator Z16 HX Studio - 16"" - Intel Core i7 - 32 Go RAM - 1 To SSD",MSI,,9S7-15G231-018,,,2599,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 16-s1034nf - Sans Windows - 16,1"" FHD 165Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,AJ4N0EA#ABF,,AMD Ryzen™ 5 8645HS,"849,99",cdiscount.com,ORDINATEUR
"PC Portable LENOVO Yoga Slim 7 14APU8 | Windows 11 - 14"" OLED 2,9K 90hz - Ryzen 7 7840S - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,SSD 512 Go M.2 2280 PCIe® 4.0x4 NVMe®,83AA0010FR,,"AMD Ryzen™ 7 7840S (8C / 16T, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)","1079,99",cdiscount.com,ORDINATEUR
"Ordinateur portable - Lenovo - ThinkPad L16 Gen 1 - 16"" - Intel Core Ultra 7 - 16 Go RAM - 512 Go SSD",LENOVO,,21L3002TFR,,,"1459,98",cdiscount.com,ORDINATEUR
PC Portable Gamer LENOVO Legion S5 16ARP9 | Sans Windows - 16'' WQXGA 165hz - Ryzen 7 7435HS - RTX 4070 140w - RAM 16Go - SSD 512Go,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,AMD Ryzen™ 7 7435HS,"1249,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable Gamer LENOVO LOQ 15IAX9 | Sans Windows - 15'' FHD 144hz - Core i5-12450HX - RTX4060 105W - RAM 24Go - SSD 512Go - AZERTY,LENOVO,SSD M.2 2242 PCIe® 4.0x4 NVMe®,83GS00GDFR,,Intel® Core™ i5-12450HX,"829,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 16-s1034nf - Sans Windows - 16,1"" FHD 165Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,AJ4N0EA#ABF,,AMD Ryzen™ 5 8645HS,"849,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0202nf - Sans Windows - 15,6"" FHD 144Hz - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD",HP,,7M1V9EA#ABF,,AMD Ryzen™ 5 5600H,"649,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer LENOVO LOQ 15ARP9 | Sans Windows - 15,6'' FHD 144Hz - R7 7435HS - RTX 4060 105W - RAM 16Go - SSD 512Go - AZERTY",LENOVO,512 Go,83JC001GFR,,Amd Ryzen 7 7435HS,"1049,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer - MSI - Thin A15 B7UC-289FR - 15,6"" FHD 144Hz - Ryzen 5-7535HS - RAM 16Go - 512Go SSD - RTX 3050 4Go - Win 11 H",MSI,SSD,9S7-16RK11-289,,AMD Ryzen™ 5 7535HS,"749,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0202nf - Sans Windows - 15,6"" FHD 144Hz - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD",HP,,7M1V9EA#ABF,,AMD Ryzen™ 5 5600H,"649,99",cdiscount.com,ORDINATEUR
NOTODD Ordinateur portable 14'' FHD - PC Portable Windows 11 - RAM 6Go Stockage 256Go SSD -Celeron N4020 - HDMI -Avec souris -,,SSD,,,Celeron N4020,"229,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0233nf - Windows 11 - 15,6"" FHD - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD - AZERTY",HP,,A94WBEA#ABF,,AMD Ryzen™ 5 5600H,"699,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 7 5700U - RAM 16 Go - SSD 1 To - AZERTY,LENOVO,SSD,82R400R7FR,Oui,AMD Ryzen™ 7 5700U,"599,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO Ideapad 3 17ALC6 | Sans Windows - 17'' HD+ - Ryzen 5 5500U - RAM 12Go - SSD 512 Go - AZERTY,LENOVO,SSD 512 Go M.2 2242 PCIe® 4.0x4 NVMe®,82KV00LMFR,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"MacBook Pro 15,4"" Retina avec Touch Bar - Intel Core i7 - RAM 16Go - 512Go - Reconditionné",APPLE,,MR942FN/A,Oui,Intel Core i7 (8ème génération) 2.6 GHz,599,cdiscount.com,ORDINATEUR
"PC portable Gamer - ERAZER - CRAWLER E30e - 15,6""FHD - Intel i5 12450H - RAM 8Go - SSD 512Go - RTX 2050 - AZERTY - Sans OS",ERAZER,SSD,30036600,,Intel® Core™ Intel i5 Mobile 12450H,"629,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
NOTODD Ordinateur Portable 14'' HD - RAM  8Go +256 Go SSD - Intel Celeron N5095 - Windows 11 -  Écran 2K -  4 cœurs - HDMI - Bleu,,SSD SATA M2,,,‎Intel Celeron N5095/2 GHz,"259,99",cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn3003nf - 17,3"" HD+ - Core i3-N305 - RAM 8Go - Stockage 512Go SSD - Windows 11 - AZERTY",HP,,A14CSEA#ABF,Oui,"Intel® Core™ i3-N305 / 3,8 GHz","519,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8 | Windows 11 - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD 512 Go M.2 2242 PCIe® 4.0x4 NVMe®,82XB009MFR,,"Intel® Core™ i3-N305 (8C / 8T, 1.8 / 3.8GHz, 6MB)","419,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"APPLE MacBook Air 13"" Apple M1 GPU 7 3,2 Ghz 8 Go 256 Go SSD Argent (2020) - Reconditionné - Excellent état",APPLE,,0A130200M132008A07SSD0256R0080A,,,729,cdiscount.com,ORDINATEUR
"Apple - 13,6'' MacBook Air M3 - RAM 16Go - Stockage 256Go - CPU 8 cœurs - GPU 8 cœurs - Midnight",APPLE,256 Go,MC8K4FN/A,Oui,Apple M3,1299,cdiscount.com,ORDINATEUR
"PC Portable - 15.6""HD+ - 24 Go RAM 512 Go SSD- Celeron N5095 (2,9 GHz) - Rotation à 180°-  Windows 11 PRO",,,,Oui,Intel Celeron N5095,"299,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer - MSI - Thin 15 B12UC-2489XFR - 15,6"" FHD 144Hz - i5-12450H - RAM 16Go - 512Go SSD - RTX 3050 4Go - Sans windows",MSI,SSD,9S7-16R831-2489,,Intel® Core™ i5-12450H,"719,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Sans Windows - 15'' FHD IPS - Ryzen 7 5700U - RAM 16 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82R400JNFR,,AMD Ryzen™ 7 5700U,"499,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD,82R4007BFR,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable KUU Yepbook 15- 15,6"" FHD- Intel Alder Lake N 95 - RAM 16Go - Stockage 1To SSD - Windows 11 Pro",,,,Oui,Intel Alder Lake N95,"359,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Tablette 2 en 1 LENOVO Chromebook Duet 11M889 | Chrome OS - 10,95"" WUXGA - MTK Kompanio 838 - RAM 8 Go - SSD 128 Go - AZERTY",LENOVO,128GB eMMC 5.1,83HH000GFR,,MediaTek Kompanio 838,"299,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Auusda 15.6"" HD Intel Alder Lake-N95 - RAM 32Go - Stockage 1To SSD - Ordinateur portable - 8000mAh - Windows 11 - Gris",,SSD,,Oui,Intel Alder Lake-N95,"374,73",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP 15-fc0071nf - Windows 11 - 15,6"" FHD - Ryzen 5-7520U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,7Y0M7EA#ABF,Oui,AMD Ryzen 5-7520U,"569,99",cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook Pro 15 OLED K6502 | Win 11 - 15,6'' 3K - RTX 3050 - Intel Core i5-13500H - RAM 16Go - 512Go SSD",ASUS,,90NB11K1-M00640,Oui,Intel Core i5-13500H / 2.6 GHz,"1079,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"ACEMAGIC Ordinateur Portable - PC Portable Double Écran, Pliable à 360°,14""FHD RAM 16Go DDR4 1To SSD, Intel Core i7-1255U 4,70 GHz",,1To,,"14""*2 IPS 16:9 1920*1080 60HZ",Intel® Core™ i7-1255U,"929,99",cdiscount.com,ORDINATEUR
"PC Portable LENOVO Ideapad Slim 3 15IRU9 | Windows 11 - 15,6"" FHD - Core 5 120U - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,83E6003GFR,,"Intel® Core™ i5-120U (10C (2P + 8E) / 12T, P-core 1.4 / 5.0GHz, E-core 0.9 / 3.8GHz, 12MB)","729,99",cdiscount.com,ORDINATEUR
"PC Portable - KUU-16""FHD - 16 Go de RAM 512 Go SSD -Intel Alder Lake N 95 (3,4 GHz) - Windows 11 PRO",,,,Oui,Intel Alder Lake N95,"309,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC portable Gamer - ERAZER - DEFENDER P50 MD62596 - 17,3"" FHD - 144 Hz - I5-12450H - RAM 16Go -  SSD 512Go - RTX4060 - SANS OS",ERAZER,SSD 512 Go,30036595,,"Intel i5-12450H 2,0Ghz 45W SRMAQ","899,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable LENOVO Yoga Slim 7 14APU8 | Windows 11 - 14"" OLED 2,9K 90hz - Ryzen 7 7840S - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,SSD 512 Go M.2 2280 PCIe® 4.0x4 NVMe®,83AA0010FR,,"AMD Ryzen™ 7 7840S (8C / 16T, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)","1079,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer - ACER - Nitro 5 AN517-54-57SF -17,3"" FHD IPS 144Hz - Core i5-11400H -RAM 16Go -512 Go SSD -RTX 3070 -Sans Windows",ACER,,NH.QFCEF.00J,,Intel® Core™ i5-11400H,"1129,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb2030nf - Sans Windows - 15,6"" FHD 144Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,A94WLEA#ABF,,AMD Ryzen™ 5 8645HS,"999,99",cdiscount.com,ORDINATEUR
"PC Portable - KUU-16""FHD - 16 Go de RAM 512 Go SSD -Intel Alder Lake N 95 (3,4 GHz) - Windows 11 PRO",,,,Oui,Intel Alder Lake N95,"309,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"Ordinateur Portable ACEMAGIC, 16.1"" FHD, AMD Ryzen 7 5825U, RAM 16Go DDR4, 512Go SSD, Windows 11, Gris",,512Go,,,AMD Ryzen™ 7 5825U,"529,9",cdiscount.com,ORDINATEUR
"PC Portable LENOVO Yoga Slim 7 14APU8 | Windows 11 - 14"" OLED 2,9K 90hz - Ryzen 7 7840S - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,SSD 512 Go M.2 2280 PCIe® 4.0x4 NVMe®,83AA0010FR,,"AMD Ryzen™ 7 7840S (8C / 16T, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)","1079,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ACER Chromebook 314 CB314-2H-K04F - 14"" FHD - MTK MT8183 - RAM 4Go - Stockage 32Go - Chrome OS - AZERTY",ACER,,NXAWFEF00D,Oui,MTK MT8183,"152,62",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-fq5035nf - Windows 11 - 15,6"" FHD - Core i5-1235U - RAM 16Go - Stockage 1To SSD - AZERTY",HP,,9Z302EA#ABF,Oui,Intel® Core™ i5-1235U,"679,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable - KUU - 15,6"" FHD - RAM 16Go - SSD 512Go - Intel Alder Lake N95 - Windows 11 Pro",,512Go,,"15,6",Intel Alder Lake-N N95,"299,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP 14s-dq0020nf - Windows 11 - 14"" HD - Celeron N4120 - RAM 4Go - Stockage 64Go - AZERTY",HP,,B0BP0EA#ABF,,Intel® Celeron® N4120,"249,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 17 S1704 | Win 11 - 17,3'' HD+ - Intel Core i5 1235U - RAM 16Go - 512Go SSD",ASUS,,90NB10F1-M00A20,Oui,Intel Core i5 1235U / 1.3 GHz,"649,99",cdiscount.com,ORDINATEUR
BVATE Ordinateur Portable -RAM 8Go + 256Go Mémoire-  PC Portable 14 pouces Full HD - Windows11 |Celeron N4020- WIFI - HDMI-Gris,,256 Go SSD,,14 pouces,Celeron N4020,"239,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 3 17ALC6 | Windows 11 - 17'' HD + - Ryzen 7 5700U - RAM 12 Go - SSD 512 Go - AZERTY,LENOVO,512 Go SSD M.2 2242 PCIe® 4.0x4 NVMe®,82KV00KXFR,Oui,"AMD Ryzen™ 7 5700U (8 cœurs/16 t, 1,8/4,3 GHz, 4 Mo L2/8 Mo L3)","599,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
NOTODD Ordinateur portable 14'' FHD - PC Portable Windows 11 - RAM 6Go Stockage 256Go SSD -Celeron N4020 - HDMI -Avec souris -,,SSD,,,Celeron N4020,"229,99",cdiscount.com,ORDINATEUR
"LENOVO Ordinateur portable 82QY000VFR 15.6"" Celeron N4500 8Gb 256Gb Win11",LENOVO,,,,,"279,82",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD,82R4007BFR,,AMD Ryzen™ 5 5500U,"449,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8| Sans Windows - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82XB006UFR,,Intel® Core™ i3-N305,"399,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable - Acer - Aspire 1 A115-32-C34Z - 15.6"" FHD - Intel Celeron N4500 - 4Go RAM - 128Go eMMC",ACER,,NX.A6MEF.00A,Oui,Intel® Celeron® N4500,"294,88",cdiscount.com,ORDINATEUR
PC Portable Dell Latitude E7480 - Intel Core i5 - 8 Go -  500 HDD,DELL,,,,,247,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable - VANWIN - Y116 - 11.6 pouces - 8Go RAM - 256Go SSD - Windows 11,,,,,Intel Celeron N4020C (1.1 ГГц),"219,99",cdiscount.com,ORDINATEUR
"PC Portable - THOMSON - TH17I510-16SL512 - 17,3"" HD - Intel Core i5 - RAM 16Go - Stockage 512Go SSD - Windows 11 - AZERTY",THOMSON,SSD,TH17I510-16SL512,,Intel Core i5-1035G1,"479,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 3 15IJL6 | Chrome OS - 15'' FHD - Celeron N4500 - RAM 4 Go - Stockage 64 Go - AZERTY,LENOVO,64 Go,82N4004GFR,,Intel Celeron N4500,"259,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
